35, 42
21, 31
44, 36
21, 31
25, 48
36, 22
22, 36
22, 36
8, 32
43, 22
22, 44
11, 12
9, 46
52, 36
36, 21
15, 15
48, 39
14, 21
46, 43
46, 43
44, 44
10, 36
36, 36
43, 43
36, 14
36, 14
36, 41
16, 27
15, 15
21, 14
38, 10
36, 35
39, 39
41, 41
44, 31
44, 31
36, 33
21, 36
21, 36
21, 36
21, 36
48, 48
46, 9
44, 6
45, 41
36, 36
15, 15
44, 6
35, 42
42, 52
27, 16
14, 11
14, 11
10, 30
36, 22
36, 42
6, 22
41, 41
12, 36
41, 37
22, 42
14, 23
31, 36
11, 8
11, 8
36, 52
42, 6
42, 6
49, 17
43, 16
35, 38
36, 15
36, 15
38, 6
36, 15
36, 15
43, 46
43, 46
42, 44
41, 41
42, 42
34, 21
42, 43
42, 42
44, 38
46, 9
49, 22
36, 38
12, 33
49, 22
48, 38
36, 38
44, 44
23, 22
38, 22
16, 16
36, 22
16, 42
36, 35
21, 21
44, 35
6, 9
40, 46
40, 46
10, 32
16, 30
16, 30
35, 49
16, 43
3, 45
36, 25
6, 36
25, 25
48, 38
3, 3
35, 38
16, 16
10, 38
16, 16
42, 20
36, 25
49, 27
20, 47
20, 47
3, 3
46, 33
42, 16
46, 33
35, 45
10, 41
40, 22
48, 39
22, 38
20, 24
22, 49
43, 25
36, 22
44, 38
48, 25
43, 39
35, 43
33, 36
43, 35
34, 49
47, 31
52, 23
35, 40
9, 22
3, 36
38, 18
6, 44
6, 44
5, 5
48, 25
21, 25
20, 48
48, 33
13, 39
43, 40
9, 42
10, 9
44, 9
36, 9
40, 38
5, 42
5, 42
39, 39
48, 31
39, 24
38, 38
48, 38
31, 42
38, 43
48, 24
21, 43
22, 39
22, 35
21, 52
31, 39
52, 16
6, 48
16, 49
23, 41
42, 41
22, 27
30, 49
49, 39
30, 49
42, 38
8, 8
42, 38
15, 21
15, 21
48, 6
15, 21
15, 21
10, 9
49, 25
25, 46
16, 23
33, 45
41, 42
25, 36
9, 32
39, 49
35, 25
39, 46
36, 42
9, 10
42, 23
21, 39
32, 30
21, 21
32, 30
23, 52
21, 36
21, 36
16, 6
21, 36
21, 36
24, 43
24, 43
32, 32
32, 32
24, 43
22, 16
36, 22
36, 22
23, 16
36, 22
36, 22
38, 5
22, 22
14, 32
52, 13
42, 35
42, 35
18, 9
10, 33
35, 47
25, 52
35, 47
25, 52
35, 35
25, 52
27, 41
22, 9
42, 47
42, 36
42, 36
10, 33
10, 33
35, 24
16, 49
43, 43
43, 43
42, 36
42, 36
47, 24
47, 24
52, 25
52, 25
52, 25
41, 27
40, 6
6, 33
14, 10
14, 10
36, 31
14, 10
14, 10
24, 47
10, 25
10, 25
49, 16
25, 32
34, 41
31, 22
22, 25
35, 25
36, 47
36, 41
36, 41
41, 13
22, 22
41, 10
22, 22
13, 23
44, 40
8, 8
16, 25
41, 23
49, 36
36, 10
41, 8
25, 25
25, 25
25, 25
10, 8
10, 8
47, 35
48, 48
48, 48
48, 48
47, 22
8, 18
8, 18
8, 39
6, 20
6, 20
10, 25
21, 46
49, 22
18, 33
39, 40
39, 40
21, 20
18, 36
18, 6
39, 30
32, 36
47, 22
23, 23
37, 16
37, 16
25, 43
25, 43
18, 33
18, 33
20, 13
36, 22
25, 36
25, 16
48, 48
48, 48
39, 39
46, 22
41, 9
10, 10
10, 10
39, 35
38, 35
34, 42
34, 42
46, 18
47, 36
13, 22
16, 23
24, 22
47, 47
32, 25
17, 11
17, 11
17, 11
17, 11
17, 36
23, 49
17, 36
23, 49
42, 22
42, 22
3, 6
25, 32
46, 25
46, 25
42, 20
30, 33
35, 32
25, 25
25, 25
25, 24
41, 41
22, 24
16, 21
9, 23
49, 24
23, 25
41, 42
27, 52
38, 20
27, 52
42, 42
6, 6
42, 42
32, 46
44, 40
44, 40
44, 36
36, 44
36, 44
41, 36
25, 46
25, 46
20, 36
47, 42
47, 42
34, 42
42, 35
49, 52
43, 43
46, 25
40, 33
40, 33
36, 52
25, 6
30, 30
49, 18
49, 18
36, 21
16, 45
16, 45
10, 41
35, 42
41, 10
21, 25
8, 8
42, 10
22, 36
16, 35
40, 39
40, 39
16, 35
16, 35
52, 23
25, 25
49, 52
38, 52
11, 36
35, 40
38, 52
35, 40
49, 39
49, 39
10, 52
10, 52
10, 52
26, 42
26, 42
5, 25
36, 46
25, 36
25, 36
9, 38
25, 52
9, 38
25, 52
24, 47
21, 3
40, 40
52, 42
47, 21
52, 42
47, 21
25, 36
47, 42
47, 42
10, 41
6, 3
12, 16
46, 36
24, 44
24, 44
9, 36
9, 36
9, 36
41, 42
47, 23
39, 46
41, 42
47, 25
42, 30
42, 44
41, 42
42, 20
41, 41
42, 20
14, 36
42, 20
52, 45
52, 45
39, 39
16, 25
36, 25
14, 32
46, 39
25, 36
24, 23
24, 23
10, 9
47, 32
17, 35
32, 45
25, 32
25, 32
30, 30
32, 5
32, 5
42, 38
42, 38
32, 44
42, 15
42, 15
32, 32
45, 36
6, 25
22, 44
36, 11
34, 42
34, 42
36, 22
34, 42
34, 42
39, 44
43, 47
43, 47
34, 46
39, 33
43, 14
43, 14
34, 46
20, 47
25, 39
5, 16
38, 38
38, 38
42, 47
34, 21
42, 47
32, 25
32, 25
23, 36
46, 23
46, 23
6, 6
6, 6
30, 16
36, 38
6, 6
42, 24
30, 16
36, 50
25, 36
46, 33
42, 21
42, 21
35, 50
9, 10
53, 53
23, 34
38, 42
38, 42
10, 10
36, 35
50, 48
10, 10
41, 52
37, 37
36, 36
23, 24
36, 36
41, 36
23, 24
41, 36
42, 20
41, 36
41, 36
12, 36
41, 36
12, 36
50, 16
42, 20
47, 47
22, 23
22, 23
50, 41
16, 46
42, 44
42, 44
42, 44
42, 44
48, 44
20, 23
16, 6
46, 11
16, 6
50, 40
22, 16
50, 40
22, 16
22, 16
42, 9
11, 10
21, 42
21, 42
46, 42
20, 39
21, 49
20, 39
21, 49
23, 42
36, 42
36, 42
32, 42
32, 42
21, 21
23, 52
35, 40
21, 25
35, 40
23, 52
13, 46
13, 46
52, 6
52, 6
32, 32
32, 32
10, 36
34, 52
11, 46
34, 52
10, 36
10, 36
34, 52
20, 25
36, 49
20, 35
36, 49
36, 49
8, 9
20, 36
8, 9
13, 24
21, 45
42, 10
24, 42
38, 49
24, 42
36, 42
38, 49
36, 42
36, 42
20, 25
20, 25
42, 20
46, 46
46, 46
20, 22
5, 21
23, 23
23, 23
30, 41
39, 21
39, 21
9, 8
24, 49
9, 8
36, 14
10, 41
42, 41
42, 12
42, 12
40, 34
23, 16
42, 12
42, 12
36, 23
40, 45
21, 21
21, 21
52, 27
36, 23
38, 27
52, 27
42, 10
42, 10
35, 20
35, 20
8, 18
20, 20
46, 21
20, 20
8, 18
12, 32
12, 32
16, 32
15, 30
15, 30
15, 30
15, 30
49, 38
49, 38
42, 43
23, 23
38, 34
38, 34
38, 34
38, 34
11, 14
9, 36
41, 30
47, 47
32, 47
52, 52
10, 11
21, 22
21, 22
32, 42
22, 16
43, 43
42, 47
32, 42
31, 41
6, 20
6, 20
39, 32
32, 16
34, 8
34, 8
34, 8
42, 16
42, 16
14, 21
14, 21
23, 42
32, 23
43, 20
14, 32
16, 16
16, 16
23, 23
23, 23
23, 23
22, 13
16, 39
42, 52
42, 36
21, 21
21, 21
34, 50
34, 50
42, 52
47, 8
15, 15
35, 50
35, 50
30, 30
30, 30
30, 30
18, 9
18, 9
20, 24
42, 47
42, 47
47, 36
47, 36
22, 38
22, 38
13, 17
13, 17
25, 39
25, 39
36, 22
36, 22
16, 42
21, 36
9, 42
21, 36
18, 30
18, 30
21, 14
21, 14
39, 39
47, 39
42, 42
14, 53
47, 39
42, 42
37, 37
44, 42
37, 37
23, 32
8, 8
49, 39
49, 39
22, 40
22, 40
48, 38
16, 52
16, 23
15, 15
42, 36
42, 36
32, 32
5, 34
32, 32
5, 34
20, 40
42, 36
49, 35
49, 35
23, 33
23, 33
23, 38
22, 47
10, 10
20, 49
20, 49
23, 23
22, 47
6, 42
23, 25
22, 22
20, 49
6, 42
40, 6
36, 25
21, 41
21, 41
38, 43
6, 36
32, 25
22, 49
22, 49
50, 35
50, 35
11, 14
34, 34
49, 23
34, 34
49, 23
44, 36
32, 32
32, 32
20, 6
20, 6
47, 47
36, 35
36, 36
34, 5
34, 5
36, 42
47, 36
36, 36
36, 36
32, 32
41, 52
41, 52
42, 6
42, 6
49, 23
49, 23
36, 49
24, 40
24, 40
36, 49
20, 6
20, 6
38, 49
38, 49
24, 36
24, 36
24, 36
25, 46
6, 36
23, 9
42, 9
40, 47
40, 47
6, 47
42, 41
42, 41
50, 9
23, 42
41, 18
47, 46
48, 8
48, 8
40, 40
40, 40
52, 53
46, 34
23, 32
36, 36
8, 41
23, 39
52, 6
23, 16
36, 32
30, 9
30, 9
16, 41
9, 42
16, 41
23, 23
40, 53
53, 52
53, 8
53, 32
46, 46
8, 42
49, 41
49, 10
22, 8
22, 8
45, 32
36, 36
36, 36
42, 43
46, 25
43, 40
25, 32
25, 32
22, 45
42, 52
35, 35
35, 35
52, 34
36, 41
10, 41
38, 38
49, 49
49, 49
34, 39
37, 38
37, 38
47, 16
42, 42
40, 40
36, 36
42, 32
17, 9
16, 22
32, 12
47, 47
22, 36
49, 39
49, 39
46, 46
32, 49
47, 47
47, 47
38, 25
38, 25
49, 34
49, 34
49, 39
49, 39
16, 22
16, 22
10, 46
10, 46
39, 32
38, 40
38, 40
53, 38
22, 20
22, 20
22, 20
25, 43
22, 20
25, 43
30, 12
41, 31
6, 38
6, 38
34, 32
27, 12
27, 5
39, 42
36, 36
53, 52
36, 36
36, 36
22, 42
22, 42
12, 16
18, 18
36, 47
14, 21
14, 21
32, 42
18, 18
38, 53
38, 53
9, 15
9, 15
34, 13
52, 53
6, 6
26, 31
31, 47
26, 31
43, 43
49, 49
20, 48
39, 16
35, 42
35, 42
47, 36
52, 35
52, 35
42, 9
17, 42
17, 42
8, 41
16, 24
16, 24
32, 32
32, 39
32, 39
46, 46
32, 22
39, 39
39, 39
25, 46
39, 42
39, 39
15, 15
47, 17
32, 22
22, 47
8, 42
8, 42
15, 15
42, 24
42, 24
30, 20
27, 46
27, 46
36, 35
38, 20
38, 20
20, 36
8, 21
14, 20
39, 46
14, 20
20, 36
36, 23
17, 17
39, 43
39, 43
15, 17
14, 20
14, 20
36, 44
36, 44
42, 42
20, 39
20, 39
21, 39
21, 39
34, 34
5, 11
46, 39
5, 11
46, 39
35, 36
21, 22
25, 26
25, 26
38, 42
23, 36
38, 42
8, 18
47, 25
16, 16
35, 42
20, 36
46, 25
41, 6
41, 6
17, 15
22, 47
42, 39
45, 23
45, 23
49, 33
38, 36
36, 16
21, 33
39, 32
39, 32
5, 5
21, 45
21, 45
49, 21
15, 10
5, 36
49, 36
9, 35
49, 36
9, 35
20, 38
20, 38
36, 14
52, 27
35, 24
42, 42
16, 39
39, 25
14, 11
39, 25
36, 22
39, 42
39, 42
31, 48
25, 48
15, 15
6, 20
41, 45
15, 15
30, 21
15, 15
15, 15
6, 20
20, 41
20, 41
27, 42
6, 20
21, 46
36, 24
21, 46
36, 24
38, 38
38, 38
42, 23
38, 43
38, 43
36, 36
42, 53
38, 42
38, 42
35, 36
35, 36
47, 50
39, 46
39, 46
42, 39
15, 21
42, 47
42, 47
45, 36
45, 36
23, 15
35, 21
23, 15
35, 21
53, 10
16, 16
43, 16
43, 16
36, 20
36, 20
42, 36
16, 16
42, 36
42, 23
42, 23
38, 42
15, 21
15, 21
52, 36
15, 21
15, 21
36, 42
10, 33
53, 52
45, 45
21, 30
21, 30
39, 43
36, 39
11, 46
42, 42
22, 46
11, 46
48, 16
16, 52
43, 20
43, 20
48, 20
47, 41
46, 39
47, 41
16, 39
46, 39
23, 21
23, 21
12, 12
12, 12
46, 39
23, 47
43, 22
43, 22
41, 45
50, 34
16, 43
41, 46
41, 46
16, 43
32, 3
41, 52
41, 52
12, 32
47, 36
47, 36
46, 42
16, 36
47, 36
47, 36
42, 39
34, 46
25, 12
25, 12
38, 38
38, 38
42, 27
20, 24
20, 24
20, 20
20, 20
9, 20
17, 36
9, 20
39, 39
43, 24
43, 24
20, 52
20, 52
20, 24
43, 36
12, 5
12, 5
43, 36
46, 42
42, 49
17, 17
17, 17
42, 22
42, 13
42, 22
21, 45
32, 41
10, 33
25, 25
36, 25
36, 25
46, 27
6, 6
46, 27
46, 36
52, 38
37, 10
52, 38
39, 38
39, 32
39, 32
42, 42
49, 43
44, 24
17, 17
44, 24
25, 46
21, 22
21, NA
22, 22
53, 35
22, 22
53, 35
34, 42
45, 24
34, 42
39, 33
16, 6
41, 10
36, 39
39, 21
39, 21
43, 38
52, 42
5, 33
5, 33
32, 21
21, 30
35, 53
48, 44
39, 21
52, 36
43, 43
11, 45
32, 32
5, 33
36, 10
52, 41
52, 41
5, 3
36, 33
22, 32
46, 22
21, 49
31, 13
21, 49
22, 38
22, 38
38, 40
9, 14
10, 41
14, 3
9, 14
42, 52
42, 52
42, 20
42, 20
22, 32
22, 32
14, 46
36, 9
17, 17
32, 46
36, 24
36, 24
36, 24
36, 36
34, 23
8, 8
3, 14
32, 41
32, 41
47, 35
47, 35
38, 20
38, 20
52, 36
20, 10
20, 10
52, 52
39, 35
52, 52
39, 35
52, 9
52, 9
49, 39
49, 39
52, 9
9, 21
14, 11
24, 36
22, 8
24, 36
36, 35
53, 17
45, 21
3, 3
3, 3
10, 10
46, 14
48, 47
35, 52
24, 24
52, 25
36, 36
46, 11
52, 53
52, 53
36, 42
9, 42
9, 42
41, 38
9, 42
20, 42
20, 42
38, 42
38, 42
36, 45
53, 41
22, 21
24, 43
24, 43
42, 47
42, 47
46, 5
53, 42
42, 42
46, 5
42, 36
24, 6
24, 6
24, 6
44, 36
24, 6
27, 14
23, 38
20, 40
20, 40
45, 45
45, 45
14, 52
14, 52
42, 41
42, 41
20, 40
45, 11
21, 45
9, 41
9, 41
25, 42
44, 36
44, 36
45, 12
45, 12
20, 15
20, 15
35, 47
22, 30
35, 47
49, 40
41, 42
31, 39
49, 40
31, 39
11, 50
11, 50
53, 42
53, 42
22, 52
6, 17
17, 53
38, 42
42, 25
42, 25
32, 49
32, 49
31, 36
26, 39
41, 42
25, 46
41, 42
14, 27
36, 52
36, 52
40, 42
47, 23
42, 36
30, 21
32, 36
42, 38
46, 52
42, 53
46, 21
6, 42
49, 32
45, 45
47, 42
32, 32
45, 45
32, 32
52, 22
24, 47
24, 47
35, 37
36, 23
43, 40
36, 43
49, 39
49, 39
36, 25
30, 47
23, 38
49, 17
15, 41
42, 21
42, 21
21, 21
53, 53
21, 21
42, 11
42, 11
45, 11
45, 11
14, 11
41, 33
23, 49
40, 36
40, 53
52, 35
52, 35
52, 35
36, 36
36, 36
42, 41
50, 24
50, 24
41, 41
45, 16
41, 41
8, 30
8, 30
47, 20
47, 20
17, 18
49, 10
49, 10
49, 21
49, 21
42, 52
36, 26
11, 45
36, 9
36, 9
11, 45
53, 45
11, 30
40, 35
41, 41
43, 40
47, 41
25, 36
41, 10
47, 41
44, 52
47, 41
41, 10
35, 47
47, 41
41, 9
3, 49
47, 35
47, 35
20, 25
52, 42
20, 39
24, 22
24, 22
45, 45
24, 22
24, 22
42, 44
10, 41
21, 21
21, 21
9, 10
46, 36
9, 10
48, 22
21, 42
21, 42
22, 36
35, 35
35, 35
44, 20
36, 47
34, 34
34, 34
42, 31
27, 27
27, 27
27, 46
25, 25
45, 38
10, 10
10, 10
35, 23
27, 27
35, 23
27, 27
27, 27
52, 8
36, 8
36, 8
36, 8
36, 21
30, 11
36, 21
24, 44
44, 52
22, 3
36, 36
21, 11
26, 14
26, 14
23, 23
43, 40
43, 40
36, 47
24, 49
36, 47
43, 40
23, 9
23, 9
38, 49
52, 31
42, 9
13, 36
10, 9
10, 9
10, 9
10, 9
40, 53
45, 45
25, 25
53, 8
11, 14
21, 39
34, 33
34, 33
6, 6
6, 6
41, 53
53, 40
22, 22
41, 10
41, 10
41, 10
41, 10
41, 10
41, 10
41, 10
24, 23
41, 10
44, 8
21, 27
21, 27
44, 44
44, 44
36, 42
41, 50
16, 48
49, 50
43, 42
47, 35
40, 22
17, 17
17, 17
38, 48
48, 48
42, 14
38, 49
42, 47
38, 35
22, 36
11, 33
46, 41
17, 37
38, 35
22, 23
21, 23
53, 48
38, 22
38, 48
38, 43
21, 6
38, 31
40, 33
44, 35
38, 36
38, 22
21, 14
38, 21
38, 22
40, 48
22, 23
6, 36
36, 48
53, 21
41, 10
6, 36
12, 3
39, 42
39, 42
42, 46
39, 48
30, 21
42, 42
31, 42
33, 14
42, 42
43, 44
39, 6
42, 42
22, 42
47, 46
41, 22
23, 23
53, 49
53, 34
36, 33
24, 44
14, 11
40, 35
50, 24
25, 22
36, 22
25, 48
53, 5
22, 40
45, 5
44, 6
22, 24
6, 49
22, 50
8, 18
8, 18
8, 18
25, 13
39, 43
22, 22
39, 14
22, 31
10, 22
35, 22
42, 46
25, 35
22, 23
34, 32
9, 46
22, 40
47, 22
12, 12
32, 36
39, 22
42, 53
31, 49
42, 53
20, 22
52, 30
20, 22
43, 20
22, 24
22, 39
46, 46
20, 20
20, 20
20, 20
45, 46
21, 30
15, 15
14, 16
12, 16
18, 6
18, 6
42, 34
42, 33
18, 6
22, 24
22, 24
48, 34
5, 12
11, 38
49, 39
15, 53
14, 32
10, 8
49, 31
53, 33
17, 17
41, 10
34, 50
48, 31
32, 14
34, 50
25, 35
35, 38
24, 39
24, 39
22, 38
42, 6
42, 6
21, 38
21, 38
30, 21
32, 39
31, 48
45, 22
36, 49
39, 12
48, 48
6, 31
6, 31
21, 21
39, 12
6, 48
39, 39
41, 9
21, 30
9, 10
22, 22
36, 49
10, 35
10, 10
16, 39
39, 25
9, 39
31, 44
31, 44
46, 8
49, 23
49, 16
10, 41
10, 32
49, 36
49, 22
49, 22
25, 43
25, 43
42, 42
22, 50
24, 43
23, 49
39, 39
23, 36
42, 16
20, 42
22, 49
22, 49
14, 14
14, 14
32, 10
9, 9
42, 33
39, 16
47, 50
23, 25
35, 49
23, 25
42, 10
42, 10
42, 10
50, 52
9, 10
9, 10
50, 49
50, 41
31, 33
49, 42
31, 33
48, 22
48, 22
40, 40
5, 45
23, 22
49, 23
10, 41
10, 41
10, 41
42, 35
35, 35
9, 32
11, 45
39, 42
38, 38
49, 49
38, 52
38, 52
21, 49
11, 53
8, 8
35, 10
10, 33
35, 42
42, 52
22, 40
20, 35
22, 40
20, 35
32, 34
41, 42
9, 41
41, 42
39, 33
45, 11
33, 36
53, 11
44, 42
23, 23
44, 42
23, 25
39, 33
47, 52
47, 52
32, 41
44, 40
44, 40
43, 13
3, 53
6, 9
6, 41
33, 31
33, 31
33, 10
5, 8
6, 52
6, 52
49, 38
49, 21
40, 36
35, 38
3, 12
16, 23
5, 3
34, 34
10, 8
9, 6
8, 41
46, 49
16, 12
46, 49
14, 36
44, 36
40, 30
9, 53
41, 33
34, 14
37, 36
37, 8
50, 21
41, 41
3, 46
39, 42
38, 6
21, 21
21, 21
21, 30
40, 20
22, 38
21, 16
34, 38
23, 21
35, 22
36, 42
22, 38
22, 38
48, 36
46, 30
23, 22
8, 36
22, 40
46, 5
22, 38
43, 38
6, 9
22, 24
6, 43
39, 39
20, 23
42, 41
20, 23
36, 10
14, 45
46, 46
35, 38
40, 20
40, 20
35, 38
40, 22
40, 38
24, 20
21, 47
40, 38
23, 25
22, 38
40, 38
24, 20
21, 33
20, 10
22, 42
20, 10
24, 22
42, 38
3, 39
49, 30
52, 42
45, 32
36, 6
50, 22
20, 52
11, 42
9, 22
24, 6
48, 32
49, 38
15, 15
35, 40
8, 9
10, 41
10, 41
52, 36
35, 39
16, 38
20, 20
20, 20
48, 36
38, 20
38, 20
15, 15
38, 42
38, 42
33, 24
33, 24
38, 20
36, 36
32, 21
36, 22
24, 22
21, 21
41, 52
41, 52
14, 49
44, 21
44, 21
13, 16
36, 39
16, 45
48, 23
10, 34
9, 9
10, 34
10, 34
15, 15
36, 39
36, 39
48, 33
36, 22
23, 25
40, 22
48, 36
21, 45
39, 46
41, 17
49, 40
22, 15
14, 39
22, 21
31, 33
31, 45
22, 47
10, 18
10, 18
30, 16
16, 34
36, 33
50, 46
36, 33
41, 42
20, 38
41, 42
20, 38
20, 38
44, 42
44, 42
37, 41
3, 25
6, 46
6, 52
46, 12
20, 24
39, 16
41, 34
20, 24
24, 21
41, 34
39, 34
52, 46
22, 16
32, 30
39, 39
52, 27
37, 36
22, 40
18, 41
10, 41
40, 22
18, 41
40, 36
48, 25
47, 24
38, 41
24, 40
44, 36
20, 44
9, 41
9, 8
24, 39
23, 36
20, 44
8, 44
25, 39
46, 10
22, 47
22, 44
43, 43
48, 47
42, 8
39, 3
23, 20
23, 20
8, 10
44, 53
47, 40
44, 53
46, 25
46, 25
43, 47
8, 10
52, 39
42, 52
11, 30
14, 9
14, 9
53, 44
53, 44
20, 16
41, 10
21, 39
41, 10
33, 46
42, 44
42, 44
25, 24
33, 32
24, 36
14, 14
14, 14
13, 21
53, 41
22, 20
22, 20
43, 39
53, 41
39, 36
39, 42
5, 9
32, 15
30, 9
20, 40
23, 36
40, 24
40, 24
13, 43
39, 25
39, 25
47, 47
11, 11
21, 23
21, 23
23, 42
42, 42
42, 42
15, 42
15, 42
52, 20
16, 10
40, 38
36, 49
16, 39
9, 41
47, 53
47, 53
41, 42
41, 42
22, 9
20, 23
20, 23
16, 16
22, 47
30, 9
36, 23
49, 44
49, 44
21, 42
24, 22
20, 47
20, 47
33, 30
16, 34
43, 22
47, 22
11, 53
38, 20
36, 25
16, 25
40, 36
16, 25
40, 36
36, 40
45, 45
45, 45
36, 40
44, 52
44, 52
9, 8
16, 49
10, 10
10, 10
32, 14
32, 14
25, 16
25, 16
33, 9
39, 39
34, 32
34, 32
49, 49
20, 50
20, 50
33, 50
17, 17
33, 50
41, 3
33, 36
33, 36
34, 16
33, 50
49, 49
6, 47
34, 41
33, 50
6, 47
36, 47
34, 15
36, 47
34, 15
42, 8
30, 30
53, 33
9, 8
47, 43
47, 43
33, 42
33, 42
3, 5
45, 39
45, 39
34, 20
34, 20
